collection_date_ist,observed_timestamp_ist,underlying,spot_source,spot_last_price,spot_timestamp,expiry_date,days_to_expiry,band_low,band_high,tradingsymbol,instrument_token,strike,option_type,moneyness_pct,quote_source,quote_timestamp,quote_age_seconds,bid,ask,mid,last_price,volume,oi,spread_points,spread_pct,all_quote_available,quote_freshness_pass,spread_quality_pass,broker_order_allowed,order_route,selection_reason
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681122650PE,10479618,22650.0,PE,-0.08118995028690001,kite_quote_api,2026-08-06 09:47:02,1.505447,1.4,1.45,1.4249999999999998,1.45,180960,103415,0.050000000000000044,0.03508771929824565,True,True,True,False,blocked_no_broker_call,selected_profile_leg_supplement
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123450CE,10487554,23450.0,CE,-0.04873749819990303,kite_quote_api,2026-08-06 09:46:57,6.505447,1112.3,1280.6,1196.4499999999998,1104.55,0,390,168.29999999999995,0.1406661373229136,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123450PE,10487810,23450.0,PE,-0.04873749819990303,kite_quote_api,2026-08-06 09:47:02,1.505447,2.75,2.8,2.775,2.75,926120,541255,0.04999999999999982,0.018018018018017955,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123500CE,10488066,23500.0,CE,-0.04670921994446575,kite_quote_api,2026-08-06 09:47:01,2.505447,1182.45,1186.85,1184.65,1187.9,4875,115310,4.399999999999864,0.0037141771831341436,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123500PE,10488322,23500.0,PE,-0.04670921994446575,kite_quote_api,2026-08-06 09:47:02,1.505447,2.95,3.0,2.975,2.95,5453500,6281210,0.04999999999999982,0.01680672268907557,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123550CE,10488578,23550.0,CE,-0.044680941689028475,kite_quote_api,2026-08-06 09:46:58,5.505447,1032.05,1150.25,1091.15,1017.5,0,2275,118.20000000000005,0.10832607799111033,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123550PE,10488834,23550.0,PE,-0.044680941689028475,kite_quote_api,2026-08-06 09:47:02,1.505447,3.2,3.25,3.225,3.2,1276925,598195,0.04999999999999982,0.015503875968992192,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123600CE,10489090,23600.0,CE,-0.0426526634335912,kite_quote_api,2026-08-06 09:47:02,1.505447,1083.2,1090.7,1086.95,1070.7,975,28210,7.5,0.006900041400248401,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123600PE,10489346,23600.0,PE,-0.0426526634335912,kite_quote_api,2026-08-06 09:47:03,0.505447,3.4,3.45,3.425,3.5,3918980,3102905,0.050000000000000266,0.01459854014598548,True,True,True,False,blocked_no_broker_call,spot_band
2026-08-06,2026-08-06T09:47:03.505447+05:30,NIFTY,NSE:NIFTY 50,24651.45,2026-08-06 09:47:01,2026-08-11,5,23418.8775,25884.022500000003,NIFTY2681123650CE,10489602,23650.0,CE,-0.04062438517815381,kite_quote_api,2026-08-06 09:46:58,5.505447,982.65,1045.35,1014.0,909.75,0,5785,62.69999999999993,0.06183431952662715,True,True,True,False,blocked_no_broker_call,spot_band
