Date,Open,High,Low,Close,Adj Close,Volume,Log_Close,Log_Return,SMA10,SMA50,RSI,MACD,ADX,BB_Upper,BB_Lower,Bollinger_Width,EMA20,VWAP,Lagged_Return,Volatility,Chaikin_MF,OBV,Stoch_RSI,Stoch_RSI_signal,KC_High,KC_Low,KC_Mid,Force_Index,Intraday_Pct_Range
2018-01-01,314.0,314.0,309.1000061035156,310.29998779296875,298.0550231933594,7739502,5.737539532114884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7739502,0.0,0.0,316.0333251953125,306.23333740234375,0.0,0.0,0.015605076103453424
2018-01-02,310.95001220703125,311.70001220703125,307.5,309.70001220703125,297.4787292480469,7046560,5.73560412639482,-0.0019354057200633434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019335340301005477,0.0,0.0,692942,0.0,0.0,314.933339436849,305.83333333333337,0.0,0.0,0.013507033420647921
2018-01-03,312.5,316.3500061035156,312.5,315.0,302.5696105957031,8898342,5.752572638825633,0.016968512430812766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017113295395757788,0.0,0.0,9591284,0.0,0.0,316.11111789279516,307.477776421441,0.0,30031481.330159504,0.01232001953125
2018-01-04,314.95001220703125,315.6499938964844,311.5,314.70001220703125,302.28143310546875,6385367,5.751619842859783,-0.0009527959658504059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000952342199900813,0.0,0.0,3205917,0.0,0.0,316.60833740234375,308.05833435058594,0.0,8733472.34096951,0.013176674823420522
2018-01-05,314.45001220703125,315.1499938964844,311.6000061035156,312.8999938964844,300.55242919921875,6366054,5.745883631168554,-0.005736211691228732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057197910413893105,0.0,0.0,-3160137,0.0,0.0,316.64000040690104,308.3800028483073,0.0,-4728185.06363028,0.011289513929582766
2018-01-08,313.5,318.20001220703125,312.6000061035156,314.1499938964844,301.75311279296875,7329648,5.749870559420289,0.0039869282517353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003994886623147398,0.0,0.0,4169511,0.0,0.0,317.2972242567274,308.5472242567274,0.0,4531978.31212324,0.017862858384419856
2018-01-09,314.79998779296875,315.79998779296875,310.75,312.6000061035156,300.2642517089844,9190909,5.7449244375123785,-0.004946121907910772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004933909989122909,0.0,0.0,-5021398,0.0,0.0,317.41190447126115,308.4690508161272,0.0,-7986538.400150001,0.01604189322996392
2018-01-10,312.54998779296875,312.95001220703125,310.54998779296875,312.0,299.68792724609375,6736971,5.7430031878094825,-0.0019212497028959774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001919405284070752,0.0,0.0,-11758369,0.0,0.0,317.014586130778,308.5895830790202,0.0,-5356995.279521843,0.007678849808985633
2018-01-11,312.5,312.5,308.54998779296875,309.5,297.2866516113281,8366713,5.734958092124651,-0.008045095684831693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008012820512820484,0.0,0.0,-20125082,0.0,0.0,316.69444783528644,308.3277757432726,0.0,-15730186.759840615,0.0126400390625
2018-01-12,309.6000061035156,318.79998779296875,309.6000061035156,317.70001220703125,305.1630554199219,11699345,5.761107579698609,0.026149487573958297,312.85500183105466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026494385160036327,0.0,0.0,-8425737,0.0,0.0,317.48166809082034,308.1116668701172,0.0,58713118.956233144,0.029715702545487308
